task_type,estimated_duration,deadline_pressure,time_of_day,energy_level,mood_level,task_familiarity,reward_clarity,consequence_severity,previous_delay_count,environment_noise,device_distraction,social_obligation,friction_score,friction_level
health,100,low,morning,7,10,repeated,unclear,2,2,high,low,family,23.54,low
household,98,low,morning,3,8,repeated,unclear,1,5,high,medium,family,37.2,medium
health,99,low,afternoon,7,10,new,moderate,7,5,low,low,work,43.87,medium
academic,17,low,night,7,8,repeated,clear,8,6,medium,high,family,33.6,low
household,46,low,morning,10,7,repeated,unclear,7,7,low,medium,college,17.31,low
academic,9,low,night,2,4,repeated,clear,2,1,low,medium,individual,27.99,low
academic,27,low,morning,8,6,new,clear,2,4,medium,medium,individual,11.65,low
academic,66,low,evening,9,9,repeated,moderate,4,7,medium,medium,individual,28.89,low
academic,5,low,evening,6,4,new,clear,2,3,high,low,college,38.38,medium
communication,78,low,evening,6,8,repeated,moderate,3,0,low,medium,college,7.91,low
household,118,medium,afternoon,8,8,repeated,unclear,8,7,medium,medium,work,48.56,medium
household,95,low,evening,5,6,new,clear,2,4,low,low,family,12.48,low
household,58,medium,afternoon,1,7,new,moderate,4,3,medium,high,individual,48.62,medium
personal_admin,76,low,morning,10,1,new,moderate,7,4,medium,high,work,28.68,low
personal_admin,120,high,morning,9,2,repeated,moderate,10,2,low,high,family,51.86,medium
communication,7,low,morning,3,10,repeated,unclear,2,3,high,low,college,7.9,low
household,87,medium,afternoon,7,10,new,unclear,3,1,high,low,family,22.45,low
academic,68,low,evening,6,5,repeated,unclear,5,0,medium,low,individual,22.23,low
personal_admin,55,medium,night,4,4,repeated,moderate,5,2,high,low,individual,33.41,low
academic,6,medium,morning,7,5,new,moderate,7,4,medium,medium,work,50.44,medium
household,53,low,afternoon,9,5,new,clear,3,0,medium,low,family,3.36,low
household,35,low,morning,4,10,repeated,moderate,4,1,high,medium,individual,10.71,low
household,116,high,evening,6,3,repeated,moderate,8,7,low,medium,individual,73.21,high
academic,78,high,night,3,6,repeated,unclear,2,2,low,low,work,53.98,medium
health,84,medium,morning,3,1,new,moderate,2,0,low,medium,individual,32.42,low
academic,105,high,night,7,4,repeated,unclear,7,7,low,low,family,60.29,medium
communication,88,low,afternoon,9,10,repeated,moderate,2,4,medium,low,work,4.37,low
academic,7,medium,morning,5,10,repeated,moderate,3,4,medium,medium,individual,28.29,low
academic,39,low,morning,3,4,new,clear,1,6,high,medium,family,34.74,low
personal_admin,102,medium,morning,6,9,repeated,clear,3,7,low,low,individual,5.71,low
academic,89,medium,morning,8,1,repeated,unclear,3,3,medium,medium,individual,44.32,medium
health,40,low,afternoon,4,9,new,moderate,3,4,low,low,family,19.43,low
communication,68,medium,evening,7,8,repeated,moderate,1,7,high,low,family,30.49,low
academic,36,low,morning,7,10,repeated,moderate,9,0,high,low,individual,9.61,low
personal_admin,22,low,morning,5,2,new,moderate,7,0,medium,medium,individual,27.4,low
academic,38,high,morning,10,2,repeated,moderate,5,4,medium,medium,individual,48.41,medium
personal_admin,60,high,evening,2,4,new,moderate,2,7,high,medium,family,91.09,high
academic,106,low,morning,4,6,new,unclear,9,0,medium,medium,individual,34.02,low
personal_admin,71,medium,morning,5,3,new,unclear,10,0,medium,medium,individual,63.51,medium
academic,57,low,morning,3,9,repeated,moderate,8,2,low,low,individual,18.1,low
communication,71,low,morning,4,7,new,unclear,2,1,high,high,individual,34.8,low
health,95,high,afternoon,5,1,repeated,moderate,10,4,medium,low,work,57.06,medium
personal_admin,70,low,morning,1,10,new,moderate,8,0,low,low,individual,22.85,low
personal_admin,68,low,morning,3,4,repeated,unclear,2,5,high,medium,family,59.07,medium
health,71,low,evening,9,3,new,unclear,8,6,high,medium,work,56.88,medium
personal_admin,85,low,night,9,4,repeated,unclear,3,0,low,high,family,41.34,medium
academic,114,low,night,9,6,repeated,moderate,2,6,high,medium,individual,66.11,high
household,43,medium,night,9,3,repeated,moderate,5,7,medium,high,individual,46.94,medium
household,42,low,evening,9,9,new,unclear,10,6,medium,medium,individual,44.91,medium
household,44,low,night,4,10,repeated,clear,9,2,medium,high,individual,22.21,low
household,23,low,afternoon,7,9,repeated,moderate,3,5,low,low,individual,-0.08,low
communication,87,low,evening,1,4,repeated,moderate,2,6,medium,high,family,71.75,high
academic,112,low,night,5,9,repeated,unclear,7,2,low,medium,individual,44.92,medium
finance,9,low,evening,2,2,repeated,moderate,6,3,low,medium,college,38.15,medium
academic,73,low,night,10,9,new,moderate,2,5,high,medium,individual,50.22,medium
household,18,low,afternoon,4,4,repeated,moderate,4,1,high,high,individual,24.8,low
communication,95,low,afternoon,9,10,new,unclear,1,6,low,high,individual,35.33,medium
health,53,medium,afternoon,5,4,repeated,clear,6,7,medium,high,individual,46.08,medium
finance,68,low,afternoon,2,10,repeated,unclear,1,5,low,medium,family,33.6,low
communication,116,low,night,1,3,new,moderate,9,5,high,high,individual,95.7,high
academic,104,medium,night,2,2,new,unclear,7,6,high,medium,family,104.12,high
communication,61,high,evening,10,8,repeated,clear,1,5,low,medium,family,15.46,low
academic,108,high,morning,1,5,new,unclear,8,7,low,medium,college,79.15,high
household,39,high,morning,3,10,new,moderate,4,7,low,medium,individual,38.66,medium
household,89,high,evening,8,6,repeated,moderate,10,3,medium,low,family,36.14,medium
academic,9,medium,afternoon,7,3,repeated,moderate,1,4,low,low,individual,22.3,low
household,92,high,afternoon,1,4,repeated,moderate,2,5,low,low,individual,40.86,medium
personal_admin,43,medium,morning,10,2,new,unclear,3,5,medium,medium,family,39.85,medium
personal_admin,118,low,evening,3,3,repeated,moderate,10,3,medium,medium,college,50.79,medium
household,28,low,evening,7,10,repeated,unclear,10,0,high,high,college,31.17,low
academic,44,medium,afternoon,5,5,repeated,unclear,7,7,medium,high,family,63.73,medium
academic,111,high,afternoon,6,4,repeated,unclear,10,5,medium,high,family,80.57,high
household,114,low,evening,5,10,new,moderate,4,5,low,low,college,39.61,medium
personal_admin,54,low,afternoon,8,10,repeated,moderate,5,3,high,high,family,35.58,medium
academic,81,medium,night,1,2,repeated,clear,4,5,medium,high,college,74.46,high
health,106,medium,morning,7,2,new,moderate,10,3,low,low,individual,32.18,low
academic,113,high,night,9,6,repeated,moderate,5,1,medium,medium,individual,46.82,medium
personal_admin,62,high,afternoon,9,9,repeated,clear,6,4,low,high,college,20.57,low
household,5,low,evening,3,7,repeated,clear,4,0,high,low,individual,-7.87,low
health,47,low,afternoon,4,8,repeated,moderate,8,2,medium,low,individual,8.0,low
household,43,low,night,4,4,new,clear,1,5,medium,high,family,59.0,medium
communication,14,high,morning,8,2,repeated,moderate,10,2,high,high,individual,51.01,medium
academic,6,low,afternoon,7,7,repeated,moderate,1,4,low,low,individual,1.77,low
academic,67,low,night,8,1,new,moderate,10,5,low,low,individual,44.48,medium
personal_admin,20,low,afternoon,5,1,new,moderate,5,3,medium,high,work,37.69,medium
personal_admin,41,low,evening,3,5,repeated,unclear,2,7,medium,low,family,43.84,medium
personal_admin,20,low,night,9,3,repeated,unclear,1,2,low,medium,family,22.89,low
communication,91,high,morning,9,6,new,moderate,5,5,medium,low,individual,54.84,medium
health,94,medium,afternoon,10,4,new,moderate,9,7,low,high,work,51.65,medium
academic,84,high,evening,10,7,repeated,unclear,8,0,high,medium,college,59.5,medium
household,31,low,evening,2,1,new,clear,6,0,low,high,individual,30.43,low
household,67,medium,morning,8,6,repeated,unclear,6,5,low,high,college,34.79,low
communication,115,medium,evening,3,2,new,clear,8,1,low,medium,college,46.7,medium
household,109,medium,morning,9,3,repeated,unclear,2,7,medium,high,college,56.71,medium
academic,98,low,evening,2,10,new,moderate,5,3,medium,medium,family,53.26,medium
communication,68,medium,afternoon,9,5,repeated,unclear,5,6,medium,low,individual,40.32,medium
health,101,medium,afternoon,2,6,new,moderate,1,3,low,high,family,67.1,high
household,36,low,evening,7,1,repeated,moderate,7,4,low,medium,family,28.89,low
academic,13,low,evening,7,5,new,moderate,6,7,high,low,individual,61.05,medium
academic,15,low,afternoon,8,3,repeated,moderate,10,2,low,low,individual,20.26,low
academic,105,low,afternoon,4,9,repeated,moderate,9,6,high,medium,individual,52.48,medium
household,74,low,evening,4,8,repeated,moderate,7,5,low,medium,work,26.59,low
communication,34,low,evening,8,10,repeated,unclear,5,2,medium,high,college,38.76,medium
communication,108,low,evening,6,3,new,moderate,3,1,low,high,individual,44.99,medium
finance,19,medium,afternoon,6,4,new,unclear,3,2,low,high,work,48.46,medium
household,63,high,afternoon,10,10,repeated,moderate,8,0,medium,high,individual,29.33,low
health,52,low,morning,5,4,repeated,moderate,2,4,low,medium,family,15.74,low
academic,98,low,night,10,9,new,moderate,5,2,low,low,individual,23.35,low
communication,86,medium,evening,3,4,new,unclear,7,0,medium,medium,individual,64.05,medium
health,80,medium,afternoon,2,9,new,unclear,4,3,low,medium,college,65.64,high
academic,64,medium,afternoon,8,4,repeated,moderate,10,2,low,medium,individual,49.84,medium
academic,72,medium,morning,1,6,repeated,moderate,1,5,medium,low,family,40.43,medium
personal_admin,61,medium,afternoon,1,5,repeated,clear,10,1,medium,medium,individual,52.44,medium
household,68,high,evening,5,6,new,unclear,8,0,high,low,individual,51.48,medium
finance,58,high,night,5,8,repeated,moderate,1,3,medium,high,individual,46.42,medium
academic,84,medium,evening,2,9,new,unclear,9,3,medium,low,individual,50.89,medium
finance,91,high,evening,10,2,new,moderate,9,5,medium,low,college,76.04,high
household,79,medium,evening,7,1,repeated,unclear,5,1,low,low,college,17.66,low
academic,58,medium,afternoon,1,2,repeated,moderate,2,6,high,medium,work,61.87,medium
communication,63,medium,morning,4,4,repeated,moderate,3,7,medium,high,work,50.51,medium
academic,92,high,night,4,6,new,unclear,2,6,medium,low,college,80.97,high
household,90,high,afternoon,2,5,repeated,clear,6,0,medium,high,work,46.21,medium
academic,43,low,night,3,4,repeated,unclear,5,1,high,low,individual,47.79,medium
academic,19,medium,afternoon,2,8,new,moderate,5,4,medium,medium,individual,36.03,medium
household,117,high,evening,6,3,repeated,moderate,1,6,medium,high,work,64.81,medium
academic,83,low,afternoon,2,1,new,unclear,8,6,low,low,individual,75.22,high
personal_admin,78,low,morning,7,9,repeated,unclear,7,1,high,low,individual,16.95,low
academic,32,low,night,6,7,repeated,moderate,7,1,low,medium,individual,28.0,low
communication,40,medium,evening,10,4,new,clear,6,7,low,low,individual,18.23,low
academic,58,medium,afternoon,2,10,repeated,moderate,8,1,medium,high,college,34.1,low
household,21,low,morning,3,10,repeated,moderate,1,3,medium,low,family,-4.61,low
personal_admin,104,medium,night,8,1,new,moderate,10,0,medium,low,individual,52.62,medium
academic,90,high,night,1,9,new,moderate,7,0,medium,low,family,72.99,high
personal_admin,91,low,afternoon,9,3,repeated,unclear,10,6,medium,medium,family,41.26,medium
academic,97,low,morning,2,4,repeated,clear,7,6,low,high,individual,61.06,medium
finance,26,high,morning,8,4,new,clear,6,3,medium,low,work,22.97,low
communication,79,high,morning,8,1,new,moderate,9,7,low,high,individual,70.94,high
personal_admin,40,low,afternoon,8,4,repeated,unclear,5,1,low,high,individual,11.43,low
communication,112,medium,evening,4,10,repeated,unclear,5,7,medium,low,work,55.88,medium
communication,33,medium,afternoon,2,2,new,moderate,9,2,low,medium,college,61.61,medium
academic,59,low,afternoon,2,4,new,unclear,10,4,high,high,family,86.19,high
academic,46,high,afternoon,7,7,repeated,unclear,5,0,medium,medium,family,29.82,low
personal_admin,36,medium,morning,1,8,repeated,moderate,6,1,low,medium,college,32.38,low
household,18,medium,morning,2,7,repeated,clear,3,4,medium,low,individual,17.42,low
household,22,low,afternoon,3,1,repeated,unclear,6,2,high,high,college,48.89,medium
health,42,high,afternoon,7,4,repeated,moderate,4,6,medium,medium,college,42.65,medium
household,105,low,afternoon,8,7,new,moderate,8,6,high,medium,work,54.69,medium
personal_admin,38,low,morning,4,6,repeated,moderate,1,2,high,medium,college,25.21,low
finance,49,low,evening,4,6,new,unclear,3,6,low,high,individual,60.43,medium
communication,91,low,evening,10,6,repeated,clear,3,3,high,low,individual,9.01,low
personal_admin,36,high,evening,1,6,new,clear,3,5,medium,low,individual,50.73,medium
academic,114,low,afternoon,1,6,repeated,moderate,9,2,medium,low,college,52.02,medium
household,71,medium,afternoon,7,6,repeated,clear,7,7,medium,low,individual,42.35,medium
communication,67,high,evening,9,8,new,unclear,10,0,low,medium,family,35.9,medium
academic,59,medium,evening,2,2,repeated,clear,5,1,high,medium,college,52.99,medium
finance,47,low,evening,9,1,repeated,clear,7,5,low,medium,individual,19.0,low
personal_admin,26,medium,afternoon,7,6,repeated,unclear,10,6,low,low,family,41.7,medium
household,91,medium,morning,8,7,new,unclear,1,4,high,medium,college,31.89,low
household,72,low,afternoon,5,10,repeated,moderate,1,6,medium,medium,individual,32.36,low
personal_admin,81,low,morning,1,9,repeated,moderate,3,5,low,high,individual,36.11,medium
household,100,medium,afternoon,8,3,repeated,moderate,4,6,medium,high,college,60.37,medium
communication,33,medium,afternoon,10,1,repeated,unclear,1,2,high,high,family,31.5,low
household,44,medium,evening,3,6,new,clear,9,2,medium,medium,individual,41.47,medium
personal_admin,108,low,evening,5,10,repeated,clear,6,3,medium,high,individual,31.66,low
communication,49,medium,morning,7,5,repeated,clear,8,2,high,medium,college,24.13,low
health,14,low,morning,7,4,repeated,moderate,8,2,low,high,college,15.8,low
health,81,low,afternoon,7,10,repeated,unclear,1,7,medium,low,work,33.25,low
household,49,high,evening,2,10,repeated,clear,6,3,low,low,individual,26.93,low
household,21,low,evening,2,7,repeated,unclear,5,6,low,medium,work,58.77,medium
health,106,low,night,3,5,new,unclear,10,2,low,high,individual,81.95,high
household,6,high,evening,6,4,repeated,unclear,8,1,medium,high,work,53.58,medium
health,21,low,afternoon,10,10,new,moderate,6,1,low,low,individual,-14.82,low
personal_admin,112,medium,afternoon,2,10,repeated,unclear,5,4,medium,high,individual,63.31,medium
communication,94,medium,evening,7,10,new,moderate,3,2,high,medium,individual,37.94,medium
finance,42,low,night,9,9,repeated,unclear,8,1,high,low,individual,36.38,medium
health,41,high,afternoon,9,8,new,moderate,6,7,high,low,college,43.13,medium
health,67,medium,evening,2,4,repeated,clear,5,3,medium,medium,college,47.43,medium
household,9,medium,morning,8,4,new,clear,7,1,high,medium,individual,23.84,low
academic,29,low,night,8,10,repeated,unclear,10,0,low,high,individual,33.72,low
household,77,high,evening,8,9,repeated,moderate,4,1,medium,high,individual,43.02,medium
finance,96,medium,afternoon,2,8,repeated,clear,1,3,low,medium,family,35.5,medium
communication,26,medium,night,3,7,repeated,moderate,3,5,low,high,individual,47.99,medium
finance,97,high,night,4,1,repeated,unclear,1,3,low,medium,individual,66.38,high
household,67,low,afternoon,6,4,repeated,moderate,5,3,low,medium,individual,30.86,low
communication,39,medium,morning,2,1,repeated,moderate,1,5,low,medium,individual,61.4,medium
academic,59,high,evening,5,5,new,unclear,6,5,medium,high,individual,95.03,high
finance,24,low,evening,9,4,repeated,unclear,8,1,medium,low,work,24.74,low
communication,9,medium,night,6,7,repeated,clear,4,3,low,high,individual,29.28,low
academic,43,low,afternoon,8,8,repeated,unclear,2,0,medium,low,individual,-12.49,low
household,67,medium,evening,2,1,repeated,clear,10,6,low,high,individual,69.39,high
finance,112,medium,evening,4,5,repeated,clear,6,2,medium,medium,individual,54.55,medium
communication,36,low,morning,6,10,repeated,clear,8,3,low,high,individual,16.22,low
academic,107,low,night,4,7,new,unclear,3,6,medium,medium,individual,64.57,medium
personal_admin,67,medium,evening,9,3,repeated,moderate,1,6,medium,medium,college,37.92,medium
finance,78,medium,evening,2,9,repeated,moderate,7,5,low,medium,individual,66.7,high
personal_admin,44,medium,afternoon,7,8,repeated,moderate,1,4,medium,medium,work,18.78,low
household,21,high,evening,9,5,new,unclear,2,6,medium,medium,college,57.22,medium
communication,105,low,evening,2,3,repeated,unclear,7,5,low,low,individual,46.74,medium
personal_admin,83,high,evening,6,3,repeated,moderate,9,3,medium,high,individual,79.55,high
communication,77,low,night,2,3,repeated,moderate,3,4,medium,medium,family,58.69,medium
